linha_original,protocolo,empreendimento,campo,problema,gravidade,recomendacao
1271,233306061,PCH KM 19,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1272,135538531,PCH KM 19,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1274,42647578,PCH LÚCIA CHEROBIM,data_validade,Licença vencida em 2015-10-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1275,137892090,PCH LÚCIA CHEROBIM,data_validade,Licença vencida em 2022-09-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1276,192654513,PCH LÚCIA CHEROBIM,data_validade,Licença vencida em 2025-07-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1277,227844701,PCH LÚCIA CHEROBIM,data_validade,Licença vencida em 2025-09-27,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1279,142870398,PCH MACACOS,data_validade,Licença vencida em 2020-01-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1280,156289302,PCH MACACOS,data_validade,Licença vencida em 2021-08-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1281,168365233,PCH MACACOS,data_validade,Licença vencida em 2021-05-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1282,171773377,PCH MACACOS,data_validade,Licença vencida em 2026-02-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1287,147898100,PCH MARIA THEREZA,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1290,135120499,PCH MEIRELES,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1290,135120499,PCH MEIRELES,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1291,141104748,PCH MINUCCI,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1291,141104748,PCH MINUCCI,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1293,182569666,PCH MONTE NEGRO,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1296,185881890,PCH MOQUEM,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1297,49471475,PCH MOURÃO I,data_validade,Licença vencida em 2006-04-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1298,88346858,PCH MOURÃO I,data_validade,Licença vencida em 2009-03-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1299,137637669,PCH MOURÃO I,data_validade,Licença vencida em 2022-04-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1301,153124426,PCH MUQUILÃO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1303,46678265,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2002-12-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1304,51445422,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2004-11-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1305,81125210,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2009-02-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1306,87393194,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2009-11-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1307,77040382,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2010-11-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1308,78115971,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2011-11-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1309,78534044,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2017-03-14,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1310,143390381,PCH NOVO HORIZONTE,data_validade,Licença vencida em 2023-10-16,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1315,141246739,PCH ORTIGUEIRA,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1317,146267319,PCH ORTIGUEIRA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1318,208861743,PCH PADRE PONCIANO,data_validade,Licença vencida em 2024-12-14,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1320,194361947,PCH PAIOL GRANDE,data_validade,Licença vencida em 2025-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1321,83669705,PCH PAIOL GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1324,180664360,PCH PARANHOS MONTANTE,data_validade,Licença vencida em 2023-10-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1327,79144479,PCH PAREDINHA,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1328,155068620,PCH PAREDINHA,data_validade,Licença vencida em 2021-02-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1332,161666122,PCH PATRIMÔNIO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1335,34879281,PCH PEDRINHO I,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1336,43987356,PCH PEDRINHO I,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1337,49483732,PCH PEDRINHO I,data_validade,Licença vencida em 2004-08-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1338,53291864,PCH PEDRINHO I,data_validade,Licença vencida em 2006-03-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1339,88387325,PCH PEDRINHO I,data_validade,Licença vencida em 2009-03-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1340,120780700,PCH PEDRINHO I,data_validade,Licença vencida em 2019-11-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1341,50364089,PCH PESQUEIRO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1342,51451252,PCH PESQUEIRO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1343,53217605,PCH PESQUEIRO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1344,59691279,PCH PESQUEIRO,data_validade,Licença vencida em 2009-03-07,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1345,74098800,PCH PESQUEIRO,data_validade,Licença vencida em 2013-02-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1346,117436861,PCH PESQUEIRO,data_validade,Licença vencida em 2018-03-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1347,150456363,PCH PESQUEIRO,data_validade,Licença vencida em 2022-05-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1350,83670401,PCH PINHAL RALO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1351,79486973,PCH PINHALITO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1353,55805644,PCH PINHALZINHO,data_validade,Licença vencida em 2012-11-04,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1354,78410698,PCH PINHALZINHO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1355,173920342,PCH PINHALZINHO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1356,121989468,PCH PITUQUINHAS,data_validade,Licença vencida em 2024-09-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1358,79682047,PCH PORTO DA BOTA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1359,78395907,PCH PULO,data_validade,Licença vencida em 2016-07-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1360,139632176,PCH PULO,data_validade,Licença vencida em 2018-06-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1361,151204589,PCH PULO,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1362,154909311,PCH PULO,data_validade,Licença vencida em 2023-04-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1364,59703137,PCH QUATI,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1365,184624737,PCH RANCHO GRANDE,data_validade,Licença vencida em 2023-06-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1366,49493843,PCH RANCHO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1367,162861107,PCH RANCHO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1368,141246909,PCH RECOMEÇO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1368,141246909,PCH RECOMEÇO,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1369,141246968,PCH RECOMEÇO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1369,141246968,PCH RECOMEÇO,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1372,72453603,PCH RIBEIRÃO BONITO,data_validade,Licença vencida em 2013-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1375,78402644,PCH RIO DO FORNO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1376,79483931,PCH RIO DO FORNO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1377,185732711,PCH RIO DOS ÍNDIOS,data_validade,Licença vencida em 2023-06-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1378,88325982,PCH RIO DOS ÍNDIOS,data_validade,Licença vencida em 2012-12-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1379,121777770,PCH RIO DOS ÍNDIOS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1380,117156109,PCH RIO VITORINO,data_validade,Licença vencida em 2015-04-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1381,135823317,PCH RIO VITORINO,data_validade,Licença vencida em 2019-05-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1382,156306380,PCH RIO VITORINO,data_validade,Licença vencida em 2023-06-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1385,141247026,PCH SALTINHO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1385,141247026,PCH SALTINHO,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1385,141247026,PCH SALTINHO,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1387,143602001,PCH SALTINHO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1388,49493509,PCH SALTO ALEMÃ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1390,77264191,PCH SALTO CURUCACA I,data_validade,Licença vencida em 2015-12-16,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1390,77264191,PCH SALTO CURUCACA I,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1391,136735438,PCH SALTO CURUCACA I,data_validade,Licença vencida em 2018-03-07,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1391,136735438,PCH SALTO CURUCACA I,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1392,150054753,PCH SALTO CURUCACA I,data_validade,Licença vencida em 2022-04-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1392,150054753,PCH SALTO CURUCACA I,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1393,74094945,PCH SALTO CURUCACA II,data_validade,Licença vencida em 2010-12-22,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1393,74094945,PCH SALTO CURUCACA II,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1394,79834726,PCH SALTO CURUCACA II,data_validade,Licença vencida em 2014-09-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1394,79834726,PCH SALTO CURUCACA II,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1395,131708360,PCH SALTO CURUCACA II,data_validade,Licença vencida em 2016-08-27,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1395,131708360,PCH SALTO CURUCACA II,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1396,139517954,PCH SALTO CURUCACA II,data_validade,Licença vencida em 2020-08-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1396,139517954,PCH SALTO CURUCACA II,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1398,47523893,PCH SALTO DO JARDIM,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1399,81661669,PCH SALTO DO JARDIM,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1401,183341960,PCH SALTO GRANDE,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1402,78402601,PCH SALTO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1403,79122629,PCH SALTO GRANDE,data_validade,Licença vencida em 2017-11-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1404,79483940,PCH SALTO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1405,133697020,PCH SALTO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1406,139234030,PCH SALTO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1408,96058829,PCH SALTO MAUÁ (GETÚLIO VARGAS),data_validade,Licença vencida em 2011-12-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1409,79116548,PCH SALTO MAUÁ (GETÚLIO VARGAS),data_validade,Licença vencida em 2020-10-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1411,28920326,PCH SALTO NATAL,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1412,49483724,PCH SALTO NATAL,data_validade,Licença vencida em 2004-02-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1413,53295045,PCH SALTO NATAL,data_validade,Licença vencida em 2007-10-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1414,95237525,PCH SALTO NATAL,data_validade,Licença vencida em 2011-08-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1415,78686081,PCH SALTO NATAL,data_validade,Licença vencida em 2015-11-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1416,136564056,PCH SALTO NATAL,data_validade,Licença vencida em 2021-09-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1418,40197907,PCH SALTO SÃO LUÍS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1420,82053107,PCH SANTA LÍDIA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1421,148705291,PCH SANTA MARIA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1423,159373185,PCH SANTA MARIANA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1424,24.829.461-2,PCH SANTO ANTONIO,latitude/longitude,Coordenada informada está fora dos limites do Paraná,CRITICO,"Conferir sinal/ordem de latitude e longitude (WGS84, graus decimais)"
1425,51445333,PCH SÃO FRANCISCO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1425,51445333,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1426,52288398,PCH SÃO FRANCISCO,data_validade,Licença vencida em 2003-10-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1426,52288398,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1427,53294111,PCH SÃO FRANCISCO,data_validade,Licença vencida em 2004-11-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1427,53294111,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1428,81157731,PCH SÃO FRANCISCO,data_validade,Licença vencida em 2011-07-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1428,81157731,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1429,78271558,PCH SÃO FRANCISCO,data_validade,Licença vencida em 2012-11-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1429,78271558,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1430,79878812,PCH SÃO FRANCISCO,data_validade,Licença vencida em 2016-10-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1430,79878812,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1431,141068237,PCH SÃO FRANCISCO,data_validade,Licença vencida em 2020-11-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1431,141068237,PCH SÃO FRANCISCO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1432,49493835,PCH SÃO JERÔNIMO,data_validade,Licença vencida em 2005-05-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1433,156077984,PCH SÃO JERÔNIMO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1434,157797727,PCH SÃO JERÔNIMO,data_validade,Licença vencida em 2023-07-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1437,43955349,PCH SÃO JOÃO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1438,136718134,PCH SÃO JOÃO II,data_validade,Licença vencida em 2018-01-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1439,147301880,PCH SÃO JOÃO II,data_validade,Licença vencida em 2019-11-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1440,160916656,PCH SÃO JOÃO II,data_validade,Licença vencida em 2024-11-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1443,25.245.107-2,PCH SÃO JOÃO II,protocolo,Protocolo duplicado (2 ocorrências),CRITICO,Verificar se registros são fases distintas do mesmo processo ou duplicidade real
1444,25.245.107-2,PCH SÃO JOÃO II,protocolo,Protocolo duplicado (2 ocorrências),CRITICO,Verificar se registros são fases distintas do mesmo processo ou duplicidade real
1445,49493495,PCH SÃO LUÍS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1446,149835660,PCH SÃO LUÍS,data_validade,Licença vencida em 2022-03-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1447,171843464,PCH SÃO LUÍS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1448,179764040,PCH SÃO LUÍS,data_validade,Licença vencida em 2023-08-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1449,211679620,PCH SÃO LUÍS,data_validade,Licença vencida em 2025-04-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1451,79487015,PCH SÃO MANOEL,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1452,135122114,PCH SÃO SALVADOR,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1453,140229237,PCH SÃO SALVADOR,data_validade,Licença vencida em 2024-05-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1456,226171894,PCH SERRA DAS FURNAS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1456,226171894,PCH SERRA DAS FURNAS,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1457,118704320,PCH TAGUÁ,data_validade,Licença vencida em 2019-12-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1458,151011640,PCH TAGUÁ,data_validade,Licença vencida em 2020-10-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1459,166538653,PCH TAGUÁ,data_validade,Licença vencida em 2023-03-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1460,181684445,PCH TAGUÁ,data_validade,Licença vencida em 2022-12-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1462,52301467,PCH TAPERA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1462,52301467,PCH TAPERA,tipologia/potencia,Potência 1.0 MW incompatível com a tipologia PCH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
1462,52301467,PCH TAPERA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1463,140853291,PCH TAPERA JUSANTE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1466,22.551.941-2,PCH TOMAZINA,latitude/longitude,Registro sem coordenada geográfica válida,CRITICO,Verificar e preencher latitude/longitude no Paraná (WGS84)
1466,22.551.941-2,PCH TOMAZINA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1467,159372952,PCH TORRÃO DE OURO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1469,144062205,PCH TOURINHO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1469,144062205,PCH TOURINHO,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1471,99562331,PCH TRÊS CAPÕES NOVO,data_validade,Licença vencida em 2017-04-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1471,99562331,PCH TRÊS CAPÕES NOVO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1472,145788820,PCH TRÊS CAPÕES NOVO,data_validade,Licença vencida em 2020-10-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1472,145788820,PCH TRÊS CAPÕES NOVO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1473,166571103,PCH TRÊS CAPÕES NOVO,data_validade,Licença vencida em 2024-02-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1473,166571103,PCH TRÊS CAPÕES NOVO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1474,211296690,PCH TRÊS CAPÕES NOVO,data_validade,Licença vencida em 2025-11-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1474,211296690,PCH TRÊS CAPÕES NOVO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1475,215463907,PCH TRÊS CAPÕES NOVO,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1476,180664831,PCH TRINDADE BAIXO JUSANTE,data_validade,Licença vencida em 2023-10-04,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1479,187072697,PCH TUNEIRAS II,data_validade,Licença vencida em 2023-07-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1479,187072697,PCH TUNEIRAS II,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1480,79245178,PCH TUNEIRAS II,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1481,214372568,PCH TUNEIRAS II,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1483,53309747,PCH VILA GALUPO,data_validade,Licença vencida em 2015-10-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1484,133470247,PCH VILA GALUPO,data_validade,Licença vencida em 2019-12-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1485,155765054,PCH VILA GALUPO,data_validade,Licença vencida em 2019-10-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1486,157894234,PCH VILA GALUPO,data_validade,Licença vencida em 2022-06-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1487,186147545,PCH VILA GALUPO,data_validade,Data de validade suspeita (anterior a 1980): 1934-05-09,CRITICO,Conferir/corrigir a data de validade (provável erro de digitação ou conversão)
1488,202657109,PCH VISTA ALEGRE,data_validade,Licença vencida em 2025-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1489,73734460,PCH VISTA ALEGRE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1491,49401728,PCH VITORINO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1492,78433736,PCH ZECA GOLIN (FAZENDA DO SALTO),data_validade,Licença vencida em 2016-06-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1493,141474456,PCH ZECA GOLIN (FAZENDA DO SALTO),data_validade,Licença vencida em 2020-02-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1494,162792296,PCH ZECA GOLIN (FAZENDA DO SALTO),data_validade,Licença vencida em 2024-06-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1495,175663720,PCH ZECA GOLIN (FAZENDA DO SALTO),data_validade,Licença vencida em 2022-07-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1495,175663720,PCH ZECA GOLIN (FAZENDA DO SALTO),tipologia/potencia,Potência 9.85 MW incompatível com a tipologia CGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
1497,57200880,REATIVAÇÃO DE CGH,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
